MissionId,NumberOfLeads,IsMissionHybrid,CustomerId,isCustomerActive,ListType,Operation,ExecutionTimeMs,NumberOfLeadsProcessed,ExceptionType
24255,546,False,1195,False,Private,FilterLoading,0,0,None
24255,546,False,1195,False,Private,ReservationStatusUpdate,683,0,None
24255,546,False,1195,False,Private,DeathStatusUpdate,151,0,None
24255,546,False,1195,False,None,totalMissionTime,834,None,None
