MissionId,NumberOfLeads,IsMissionHybrid,CustomerId,isCustomerActive,ListType,Operation,ExecutionTimeMs,NumberOfLeadsProcessed,ExceptionType
24336,303,False,82,True,Private,FilterLoading,0,0,None
24336,303,False,82,True,Private,DeleteInvalidUnpaid,3254,0,None
24336,303,False,82,True,Private,DeathStatusUpdate,186,0,None
24336,303,False,82,True,Private,UpdateCurrentPaid,57856,0,None
24336,303,False,82,True,Private,AddNewUnpaid,9434,22,None
24336,303,False,82,True,Private,CalculateLeads,23,0,None
24336,303,False,82,True,None,totalMissionTime,70753,None,None
