MissionId,NumberOfLeads,IsMissionHybrid,CustomerId,isCustomerActive,ListType,Operation,ExecutionTimeMs,NumberOfLeadsProcessed,ExceptionType
24136,429,False,82,True,Private,FilterLoading,0,0,None
24136,429,False,82,True,Private,DeleteInvalidUnpaid,376,0,None
24136,429,False,82,True,Private,DeathStatusUpdate,130,0,None
24136,429,False,82,True,Private,UpdateCurrentPaid,5203,0,None
24136,429,False,82,True,Private,AddNewUnpaid,5677,22,None
24136,429,False,82,True,Private,CalculateLeads,22,0,None
24136,429,False,82,True,None,totalMissionTime,11408,None,None
