MissionId,NumberOfLeads,IsMissionHybrid,CustomerId,isCustomerActive,ListType,Operation,ExecutionTimeMs,NumberOfLeadsProcessed,ExceptionType
24413,120,False,82,True,Private,FilterLoading,0,0,None
24413,120,False,82,True,Private,DeleteInvalidUnpaid,680,0,None
24413,120,False,82,True,Private,DeathStatusUpdate,127,0,None
24413,120,False,82,True,Private,UpdateCurrentPaid,28110,0,None
24413,120,False,82,True,Private,AddNewUnpaid,8796,9,None
24413,120,False,82,True,Private,CalculateLeads,17,0,None
24413,120,False,82,True,None,totalMissionTime,37730,None,None
