MissionId,NumberOfLeads,IsMissionHybrid,CustomerId,isCustomerActive,ListType,Operation,ExecutionTimeMs,NumberOfLeadsProcessed,ExceptionType
24450,46,False,82,True,Private,FilterLoading,0,0,None
24450,46,False,82,True,Private,DeleteInvalidUnpaid,795,0,None
24450,46,False,82,True,Private,DeathStatusUpdate,136,0,None
24450,46,False,82,True,Private,UpdateCurrentPaid,100134,0,None
24450,46,False,82,True,Private,AddNewUnpaid,9144,4,None
24450,46,False,82,True,Private,CalculateLeads,22,0,None
24450,46,False,82,True,None,totalMissionTime,110231,None,None
